Iteration 1: Best shielding time = 0.539 s, par_id = 1, theta = 356.019°, v = 126.826 m/s, t_deploy = 0.081 s, delay = 0.539 s
Iteration 381: Best shielding time = 0.000 s, par_id = 2, theta = 305.947°, v = 116.244 m/s, t_deploy = 7.682 s, delay = 7.342 s
Iteration 382: Best shielding time = 0.000 s, par_id = 2, theta = 305.218°, v = 116.314 m/s, t_deploy = 6.764 s, delay = 7.622 s
Iteration 383: Best shielding time = 0.000 s, par_id = 2, theta = 305.218°, v = 116.314 m/s, t_deploy = 6.764 s, delay = 7.622 s
Iteration 384: Best shielding time = 0.000 s, par_id = 2, theta = 305.218°, v = 116.314 m/s, t_deploy = 6.764 s, delay = 7.622 s
Iteration 385: Best shielding time = 0.000 s, par_id = 2, theta = 305.218°, v = 116.314 m/s, t_deploy = 6.764 s, delay = 7.622 s
Iteration 386: Best shielding time = 2.380 s, par_id = 2, theta = 309.072°, v = 124.820 m/s, t_deploy = 6.119 s, delay = 7.735 s
Iteration 387: Best shielding time = 3.042 s, par_id = 2, theta = 305.104°, v = 124.049 m/s, t_deploy = 6.550 s, delay = 7.171 s
Iteration 388: Best shielding time = 3.042 s, par_id = 2, theta = 305.104°, v = 124.049 m/s, t_deploy = 6.550 s, delay = 7.171 s
Iteration 389: Best shielding time = 3.042 s, par_id = 2, theta = 305.104°, v = 124.049 m/s, t_deploy = 6.550 s, delay = 7.171 s
Iteration 390: Best shielding time = 3.042 s, par_id = 2, theta = 305.104°, v = 124.049 m/s, t_deploy = 6.550 s, delay = 7.171 s
Iteration 391: Best shielding time = 0.000 s, par_id = 2, theta = 317.930°, v = 127.545 m/s, t_deploy = 8.212 s, delay = 7.776 s
Iteration 392: Best shielding time = 0.000 s, par_id = 2, theta = 317.930°, v = 127.545 m/s, t_deploy = 8.212 s, delay = 7.776 s
Iteration 393: Best shielding time = 0.000 s, par_id = 2, theta = 317.930°, v = 127.545 m/s, t_deploy = 8.212 s, delay = 7.776 s
Iteration 394: Best shielding time = 0.000 s, par_id = 2, theta = 317.930°, v = 127.545 m/s, t_deploy = 8.212 s, delay = 7.776 s
Iteration 395: Best shielding time = 3.253 s, par_id = 2, theta = 304.860°, v = 111.148 m/s, t_deploy = 7.937 s, delay = 7.246 s
Iteration 396: Best shielding time = 2.313 s, par_id = 2, theta = 306.284°, v = 103.299 m/s, t_deploy = 9.445 s, delay = 7.307 s
Iteration 397: Best shielding time = 2.313 s, par_id = 2, theta = 306.284°, v = 103.299 m/s, t_deploy = 9.445 s, delay = 7.307 s
Iteration 398: Best shielding time = 2.313 s, par_id = 2, theta = 306.284°, v = 103.299 m/s, t_deploy = 9.445 s, delay = 7.307 s
Iteration 399: Best shielding time = 3.025 s, par_id = 2, theta = 305.153°, v = 105.334 m/s, t_deploy = 8.899 s, delay = 7.260 s
Iteration 400: Best shielding time = 3.694 s, par_id = 2, theta = 291.150°, v = 103.246 m/s, t_deploy = 7.433 s, delay = 6.825 s
Iteration 401: Best shielding time = 0.000 s, par_id = 3, theta = 87.497°, v = 105.206 m/s, t_deploy = 25.918 s, delay = 3.916 s
Iteration 402: Best shielding time = 0.213 s, par_id = 3, theta = 65.030°, v = 124.627 m/s, t_deploy = 21.009 s, delay = 5.951 s
Iteration 403: Best shielding time = 0.213 s, par_id = 3, theta = 65.030°, v = 124.627 m/s, t_deploy = 21.009 s, delay = 5.951 s
Iteration 404: Best shielding time = 0.213 s, par_id = 3, theta = 65.030°, v = 124.627 m/s, t_deploy = 21.009 s, delay = 5.951 s
Iteration 405: Best shielding time = 0.213 s, par_id = 3, theta = 65.030°, v = 124.627 m/s, t_deploy = 21.009 s, delay = 5.951 s
Iteration 406: Best shielding time = 0.213 s, par_id = 3, theta = 65.030°, v = 124.627 m/s, t_deploy = 21.009 s, delay = 5.951 s
Iteration 407: Best shielding time = 1.964 s, par_id = 3, theta = 66.610°, v = 125.142 m/s, t_deploy = 20.557 s, delay = 6.109 s
Iteration 408: Best shielding time = 1.964 s, par_id = 3, theta = 66.610°, v = 125.142 m/s, t_deploy = 20.557 s, delay = 6.109 s
Iteration 409: Best shielding time = 1.964 s, par_id = 3, theta = 66.610°, v = 125.142 m/s, t_deploy = 20.557 s, delay = 6.109 s
Iteration 410: Best shielding time = 1.964 s, par_id = 3, theta = 66.610°, v = 125.142 m/s, t_deploy = 20.557 s, delay = 6.109 s
Iteration 411: Best shielding time = 0.000 s, par_id = 3, theta = 92.503°, v = 131.267 m/s, t_deploy = 21.715 s, delay = 1.578 s
Iteration 412: Best shielding time = 0.000 s, par_id = 3, theta = 92.503°, v = 131.267 m/s, t_deploy = 21.715 s, delay = 1.578 s
Iteration 413: Best shielding time = 0.000 s, par_id = 3, theta = 106.901°, v = 131.141 m/s, t_deploy = 23.863 s, delay = 0.499 s
Iteration 414: Best shielding time = 0.000 s, par_id = 3, theta = 106.901°, v = 131.141 m/s, t_deploy = 23.863 s, delay = 0.499 s
Iteration 415: Best shielding time = 0.000 s, par_id = 3, theta = 106.901°, v = 131.141 m/s, t_deploy = 23.863 s, delay = 0.499 s
Iteration 416: Best shielding time = 1.922 s, par_id = 3, theta = 96.799°, v = 130.948 m/s, t_deploy = 21.361 s, delay = 2.056 s
Iteration 417: Best shielding time = 1.922 s, par_id = 3, theta = 96.799°, v = 130.948 m/s, t_deploy = 21.361 s, delay = 2.056 s
Iteration 418: Best shielding time = 1.922 s, par_id = 3, theta = 96.799°, v = 130.948 m/s, t_deploy = 21.361 s, delay = 2.056 s
Iteration 419: Best shielding time = 1.922 s, par_id = 3, theta = 96.799°, v = 130.948 m/s, t_deploy = 21.361 s, delay = 2.056 s
Iteration 420: Best shielding time = 1.922 s, par_id = 3, theta = 96.799°, v = 130.948 m/s, t_deploy = 21.361 s, delay = 2.056 s
Iteration 421: Best shielding time = 0.000 s, par_id = 3, theta = 96.076°, v = 130.032 m/s, t_deploy = 23.428 s, delay = 0.382 s
Iteration 422: Best shielding time = 0.000 s, par_id = 3, theta = 101.656°, v = 118.737 m/s, t_deploy = 24.348 s, delay = 1.787 s
Iteration 423: Best shielding time = 0.000 s, par_id = 3, theta = 92.590°, v = 111.783 m/s, t_deploy = 23.971 s, delay = 3.037 s
Iteration 424: Best shielding time = 0.000 s, par_id = 3, theta = 92.590°, v = 111.783 m/s, t_deploy = 23.971 s, delay = 3.037 s
Iteration 425: Best shielding time = 0.000 s, par_id = 3, theta = 92.590°, v = 111.783 m/s, t_deploy = 23.971 s, delay = 3.037 s
Iteration 426: Best shielding time = 0.000 s, par_id = 3, theta = 92.590°, v = 111.783 m/s, t_deploy = 23.971 s, delay = 3.037 s
Iteration 427: Best shielding time = 0.000 s, par_id = 3, theta = 92.590°, v = 111.783 m/s, t_deploy = 23.971 s, delay = 3.037 s
Iteration 428: Best shielding time = 0.000 s, par_id = 3, theta = 93.677°, v = 124.929 m/s, t_deploy = 22.254 s, delay = 2.233 s
Iteration 429: Best shielding time = 0.254 s, par_id = 3, theta = 94.146°, v = 117.242 m/s, t_deploy = 24.129 s, delay = 1.531 s
Iteration 430: Best shielding time = 2.166 s, par_id = 3, theta = 93.798°, v = 114.913 m/s, t_deploy = 24.058 s, delay = 2.239 s
Iteration 431: Best shielding time = 0.000 s, par_id = 3, theta = 70.322°, v = 96.353 m/s, t_deploy = 28.547 s, delay = 5.625 s
Iteration 432: Best shielding time = 0.000 s, par_id = 3, theta = 70.322°, v = 96.353 m/s, t_deploy = 28.547 s, delay = 5.625 s
Iteration 433: Best shielding time = 2.487 s, par_id = 3, theta = 66.096°, v = 113.287 m/s, t_deploy = 23.306 s, delay = 6.685 s
Iteration 434: Best shielding time = 2.487 s, par_id = 3, theta = 66.096°, v = 113.287 m/s, t_deploy = 23.306 s, delay = 6.685 s
Iteration 435: Best shielding time = 2.487 s, par_id = 3, theta = 66.096°, v = 113.287 m/s, t_deploy = 23.306 s, delay = 6.685 s
Iteration 436: Best shielding time = 2.487 s, par_id = 3, theta = 66.096°, v = 113.287 m/s, t_deploy = 23.306 s, delay = 6.685 s
Iteration 437: Best shielding time = 2.487 s, par_id = 3, theta = 66.096°, v = 113.287 m/s, t_deploy = 23.306 s, delay = 6.685 s
Iteration 438: Best shielding time = 2.487 s, par_id = 3, theta = 66.096°, v = 113.287 m/s, t_deploy = 23.306 s, delay = 6.685 s
Iteration 439: Best shielding time = 2.436 s, par_id = 3, theta = 63.065°, v = 123.324 m/s, t_deploy = 21.443 s, delay = 6.567 s
Iteration 440: Best shielding time = 2.436 s, par_id = 3, theta = 63.065°, v = 123.324 m/s, t_deploy = 21.443 s, delay = 6.567 s
Iteration 441: Best shielding time = 0.000 s, par_id = 3, theta = 85.740°, v = 114.448 m/s, t_deploy = 21.430 s, delay = 5.661 s
Iteration 442: Best shielding time = 0.000 s, par_id = 3, theta = 80.409°, v = 114.524 m/s, t_deploy = 21.692 s, delay = 5.661 s
Iteration 443: Best shielding time = 0.000 s, par_id = 3, theta = 80.409°, v = 114.524 m/s, t_deploy = 21.692 s, delay = 5.661 s
Iteration 444: Best shielding time = 0.000 s, par_id = 3, theta = 80.409°, v = 114.524 m/s, t_deploy = 21.692 s, delay = 5.661 s
Iteration 445: Best shielding time = 0.000 s, par_id = 3, theta = 80.409°, v = 114.524 m/s, t_deploy = 21.692 s, delay = 5.661 s
Iteration 446: Best shielding time = 0.000 s, par_id = 3, theta = 80.409°, v = 114.524 m/s, t_deploy = 21.692 s, delay = 5.661 s
Iteration 447: Best shielding time = 0.000 s, par_id = 3, theta = 92.730°, v = 115.456 m/s, t_deploy = 24.092 s, delay = 2.416 s
Iteration 448: Best shielding time = 0.000 s, par_id = 3, theta = 92.730°, v = 115.456 m/s, t_deploy = 24.092 s, delay = 2.416 s
Iteration 449: Best shielding time = 0.859 s, par_id = 3, theta = 92.763°, v = 99.277 m/s, t_deploy = 27.618 s, delay = 2.632 s
Iteration 450: Best shielding time = 0.859 s, par_id = 3, theta = 92.763°, v = 99.277 m/s, t_deploy = 27.618 s, delay = 2.632 s
Iteration 451: Best shielding time = 0.000 s, par_id = 3, theta = 105.889°, v = 117.363 m/s, t_deploy = 24.081 s, delay = 2.051 s
Iteration 452: Best shielding time = 0.000 s, par_id = 3, theta = 85.584°, v = 120.674 m/s, t_deploy = 22.214 s, delay = 2.743 s
Iteration 453: Best shielding time = 0.000 s, par_id = 3, theta = 93.842°, v = 111.575 m/s, t_deploy = 26.090 s, delay = 1.339 s
Iteration 454: Best shielding time = 1.061 s, par_id = 3, theta = 99.721°, v = 116.997 m/s, t_deploy = 24.211 s, delay = 2.319 s
Iteration 455: Best shielding time = 2.882 s, par_id = 3, theta = 101.764°, v = 137.151 m/s, t_deploy = 21.445 s, delay = 1.438 s
Iteration 456: Best shielding time = 2.882 s, par_id = 3, theta = 101.764°, v = 137.151 m/s, t_deploy = 21.445 s, delay = 1.438 s
Iteration 457: Best shielding time = 2.882 s, par_id = 3, theta = 101.764°, v = 137.151 m/s, t_deploy = 21.445 s, delay = 1.438 s
Iteration 458: Best shielding time = 2.506 s, par_id = 3, theta = 95.481°, v = 122.994 m/s, t_deploy = 22.546 s, delay = 2.308 s
Iteration 459: Best shielding time = 2.506 s, par_id = 3, theta = 95.481°, v = 122.994 m/s, t_deploy = 22.546 s, delay = 2.308 s
Iteration 460: Best shielding time = 2.506 s, par_id = 3, theta = 95.481°, v = 122.994 m/s, t_deploy = 22.546 s, delay = 2.308 s
Iteration 461: Best shielding time = 0.000 s, par_id = 3, theta = 60.628°, v = 101.690 m/s, t_deploy = 27.910 s, delay = 6.754 s
Iteration 462: Best shielding time = 0.000 s, par_id = 3, theta = 60.628°, v = 101.690 m/s, t_deploy = 27.910 s, delay = 6.754 s
Iteration 463: Best shielding time = 0.000 s, par_id = 3, theta = 60.628°, v = 101.690 m/s, t_deploy = 27.910 s, delay = 6.754 s
Iteration 464: Best shielding time = 0.699 s, par_id = 3, theta = 89.507°, v = 90.697 m/s, t_deploy = 29.402 s, delay = 3.643 s
Iteration 465: Best shielding time = 0.699 s, par_id = 3, theta = 89.507°, v = 90.697 m/s, t_deploy = 29.402 s, delay = 3.643 s
Iteration 466: Best shielding time = 0.699 s, par_id = 3, theta = 89.507°, v = 90.697 m/s, t_deploy = 29.402 s, delay = 3.643 s
Iteration 467: Best shielding time = 0.699 s, par_id = 3, theta = 89.507°, v = 90.697 m/s, t_deploy = 29.402 s, delay = 3.643 s
Iteration 468: Best shielding time = 2.446 s, par_id = 3, theta = 99.975°, v = 102.998 m/s, t_deploy = 27.766 s, delay = 2.291 s
Iteration 469: Best shielding time = 2.446 s, par_id = 3, theta = 99.975°, v = 102.998 m/s, t_deploy = 27.766 s, delay = 2.291 s
Iteration 470: Best shielding time = 1.515 s, par_id = 3, theta = 97.260°, v = 96.076 m/s, t_deploy = 29.459 s, delay = 2.060 s
Iteration 471: Best shielding time = 0.000 s, par_id = 3, theta = 86.667°, v = 105.434 m/s, t_deploy = 22.135 s, delay = 5.567 s
Iteration 472: Best shielding time = 0.000 s, par_id = 3, theta = 92.823°, v = 129.093 m/s, t_deploy = 23.128 s, delay = 0.926 s
Iteration 473: Best shielding time = 0.000 s, par_id = 3, theta = 99.765°, v = 112.738 m/s, t_deploy = 23.355 s, delay = 4.339 s
Iteration 474: Best shielding time = 2.104 s, par_id = 3, theta = 91.273°, v = 114.596 m/s, t_deploy = 23.128 s, delay = 3.555 s
Iteration 475: Best shielding time = 2.104 s, par_id = 3, theta = 91.273°, v = 114.596 m/s, t_deploy = 23.128 s, delay = 3.555 s
Iteration 476: Best shielding time = 2.564 s, par_id = 3, theta = 86.744°, v = 113.857 m/s, t_deploy = 22.907 s, delay = 3.960 s
Iteration 477: Best shielding time = 2.564 s, par_id = 3, theta = 86.744°, v = 113.857 m/s, t_deploy = 22.907 s, delay = 3.960 s
Iteration 478: Best shielding time = 2.564 s, par_id = 3, theta = 86.744°, v = 113.857 m/s, t_deploy = 22.907 s, delay = 3.960 s
Iteration 479: Best shielding time = 2.564 s, par_id = 3, theta = 86.744°, v = 113.857 m/s, t_deploy = 22.907 s, delay = 3.960 s
Iteration 480: Best shielding time = 2.772 s, par_id = 3, theta = 79.721°, v = 119.527 m/s, t_deploy = 21.198 s, delay = 4.964 s
Iteration 481: Best shielding time = 0.000 s, par_id = 3, theta = 87.085°, v = 88.695 m/s, t_deploy = 29.342 s, delay = 5.733 s
Iteration 482: Best shielding time = 0.000 s, par_id = 3, theta = 87.085°, v = 88.695 m/s, t_deploy = 29.342 s, delay = 5.733 s
Iteration 483: Best shielding time = 0.000 s, par_id = 3, theta = 87.785°, v = 92.095 m/s, t_deploy = 28.141 s, delay = 5.151 s
Iteration 484: Best shielding time = 0.000 s, par_id = 3, theta = 87.785°, v = 92.095 m/s, t_deploy = 28.141 s, delay = 5.151 s
Iteration 485: Best shielding time = 0.000 s, par_id = 3, theta = 87.785°, v = 92.095 m/s, t_deploy = 28.141 s, delay = 5.151 s
Iteration 486: Best shielding time = 0.000 s, par_id = 3, theta = 87.785°, v = 92.095 m/s, t_deploy = 28.141 s, delay = 5.151 s
Iteration 487: Best shielding time = 0.000 s, par_id = 3, theta = 66.827°, v = 103.011 m/s, t_deploy = 26.189 s, delay = 6.081 s
Iteration 488: Best shielding time = 0.000 s, par_id = 3, theta = 66.827°, v = 103.011 m/s, t_deploy = 26.189 s, delay = 6.081 s
Iteration 489: Best shielding time = 0.000 s, par_id = 3, theta = 66.827°, v = 103.011 m/s, t_deploy = 26.189 s, delay = 6.081 s
Iteration 490: Best shielding time = 0.000 s, par_id = 3, theta = 66.827°, v = 103.011 m/s, t_deploy = 26.189 s, delay = 6.081 s
Iteration 491: Best shielding time = 0.000 s, par_id = 3, theta = 61.236°, v = 120.632 m/s, t_deploy = 21.759 s, delay = 8.181 s
Iteration 492: Best shielding time = 0.000 s, par_id = 3, theta = 61.236°, v = 120.632 m/s, t_deploy = 21.759 s, delay = 8.181 s
Iteration 493: Best shielding time = 1.853 s, par_id = 3, theta = 70.625°, v = 110.274 m/s, t_deploy = 23.639 s, delay = 5.508 s
Iteration 494: Best shielding time = 1.853 s, par_id = 3, theta = 70.625°, v = 110.274 m/s, t_deploy = 23.639 s, delay = 5.508 s
Iteration 495: Best shielding time = 1.853 s, par_id = 3, theta = 70.625°, v = 110.274 m/s, t_deploy = 23.639 s, delay = 5.508 s
Iteration 496: Best shielding time = 1.853 s, par_id = 3, theta = 70.625°, v = 110.274 m/s, t_deploy = 23.639 s, delay = 5.508 s
Iteration 497: Best shielding time = 1.853 s, par_id = 3, theta = 70.625°, v = 110.274 m/s, t_deploy = 23.639 s, delay = 5.508 s
Iteration 498: Best shielding time = 1.853 s, par_id = 3, theta = 70.625°, v = 110.274 m/s, t_deploy = 23.639 s, delay = 5.508 s
Iteration 499: Best shielding time = 1.938 s, par_id = 3, theta = 72.836°, v = 111.003 m/s, t_deploy = 23.228 s, delay = 5.363 s
Iteration 500: Best shielding time = 1.938 s, par_id = 3, theta = 72.836°, v = 111.003 m/s, t_deploy = 23.228 s, delay = 5.363 s
Iteration 501: Best shielding time = 1.211 s, par_id = 3, theta = 89.261°, v = 105.701 m/s, t_deploy = 25.372 s, delay = 3.457 s
Iteration 502: Best shielding time = 1.211 s, par_id = 3, theta = 89.261°, v = 105.701 m/s, t_deploy = 25.372 s, delay = 3.457 s
Iteration 503: Best shielding time = 1.589 s, par_id = 3, theta = 97.622°, v = 109.349 m/s, t_deploy = 26.988 s, delay = 0.795 s
Iteration 504: Best shielding time = 1.589 s, par_id = 3, theta = 97.622°, v = 109.349 m/s, t_deploy = 26.988 s, delay = 0.795 s
Iteration 505: Best shielding time = 1.589 s, par_id = 3, theta = 97.622°, v = 109.349 m/s, t_deploy = 26.988 s, delay = 0.795 s
Iteration 506: Best shielding time = 1.589 s, par_id = 3, theta = 97.622°, v = 109.349 m/s, t_deploy = 26.988 s, delay = 0.795 s
Iteration 507: Best shielding time = 1.894 s, par_id = 3, theta = 96.782°, v = 109.108 m/s, t_deploy = 26.335 s, delay = 1.524 s
Iteration 508: Best shielding time = 1.838 s, par_id = 3, theta = 75.932°, v = 94.453 m/s, t_deploy = 27.816 s, delay = 5.127 s
Iteration 509: Best shielding time = 1.838 s, par_id = 3, theta = 75.932°, v = 94.453 m/s, t_deploy = 27.816 s, delay = 5.127 s
Iteration 510: Best shielding time = 0.973 s, par_id = 3, theta = 63.029°, v = 94.600 m/s, t_deploy = 29.132 s, delay = 6.478 s
Iteration 511: Best shielding time = 0.000 s, par_id = 3, theta = 73.366°, v = 116.923 m/s, t_deploy = 22.088 s, delay = 5.021 s
Iteration 512: Best shielding time = 0.000 s, par_id = 3, theta = 73.366°, v = 116.923 m/s, t_deploy = 22.088 s, delay = 5.021 s
Iteration 513: Best shielding time = 0.000 s, par_id = 3, theta = 73.366°, v = 116.923 m/s, t_deploy = 22.088 s, delay = 5.021 s
Iteration 514: Best shielding time = 0.000 s, par_id = 3, theta = 73.366°, v = 116.923 m/s, t_deploy = 22.088 s, delay = 5.021 s
Iteration 515: Best shielding time = 1.318 s, par_id = 3, theta = 71.947°, v = 116.646 m/s, t_deploy = 21.888 s, delay = 5.494 s
Iteration 516: Best shielding time = 1.318 s, par_id = 3, theta = 71.947°, v = 116.646 m/s, t_deploy = 21.888 s, delay = 5.494 s
Iteration 517: Best shielding time = 1.739 s, par_id = 3, theta = 76.725°, v = 118.183 m/s, t_deploy = 21.688 s, delay = 4.801 s
Iteration 518: Best shielding time = 1.276 s, par_id = 3, theta = 77.370°, v = 118.868 m/s, t_deploy = 21.447 s, delay = 4.686 s
Iteration 519: Best shielding time = 1.276 s, par_id = 3, theta = 77.370°, v = 118.868 m/s, t_deploy = 21.447 s, delay = 4.686 s
Iteration 520: Best shielding time = 2.105 s, par_id = 3, theta = 73.661°, v = 116.372 m/s, t_deploy = 22.019 s, delay = 5.198 s
Iteration 521: Best shielding time = 0.000 s, par_id = 3, theta = 102.964°, v = 120.225 m/s, t_deploy = 25.312 s, delay = 1.139 s
Iteration 522: Best shielding time = 0.000 s, par_id = 3, theta = 102.964°, v = 120.225 m/s, t_deploy = 25.312 s, delay = 1.139 s
Iteration 523: Best shielding time = 0.000 s, par_id = 3, theta = 102.964°, v = 120.225 m/s, t_deploy = 25.312 s, delay = 1.139 s
Iteration 524: Best shielding time = 0.000 s, par_id = 3, theta = 91.932°, v = 129.597 m/s, t_deploy = 21.403 s, delay = 1.948 s
Iteration 525: Best shielding time = 0.000 s, par_id = 3, theta = 91.932°, v = 129.597 m/s, t_deploy = 21.403 s, delay = 1.948 s
Iteration 526: Best shielding time = 1.023 s, par_id = 3, theta = 91.213°, v = 112.507 m/s, t_deploy = 23.665 s, delay = 3.244 s
Iteration 527: Best shielding time = 1.023 s, par_id = 3, theta = 91.213°, v = 112.507 m/s, t_deploy = 23.665 s, delay = 3.244 s
Iteration 528: Best shielding time = 1.182 s, par_id = 3, theta = 93.280°, v = 103.269 m/s, t_deploy = 26.366 s, delay = 2.745 s
Iteration 529: Best shielding time = 1.182 s, par_id = 3, theta = 93.280°, v = 103.269 m/s, t_deploy = 26.366 s, delay = 2.745 s
Iteration 530: Best shielding time = 2.376 s, par_id = 3, theta = 94.823°, v = 112.802 m/s, t_deploy = 24.553 s, delay = 2.405 s
Iteration 531: Best shielding time = 1.873 s, par_id = 3, theta = 93.237°, v = 97.858 m/s, t_deploy = 28.096 s, delay = 2.930 s
Iteration 532: Best shielding time = 1.873 s, par_id = 3, theta = 93.237°, v = 97.858 m/s, t_deploy = 28.096 s, delay = 2.930 s
Iteration 533: Best shielding time = 1.873 s, par_id = 3, theta = 93.237°, v = 97.858 m/s, t_deploy = 28.096 s, delay = 2.930 s
Iteration 534: Best shielding time = 1.873 s, par_id = 3, theta = 93.237°, v = 97.858 m/s, t_deploy = 28.096 s, delay = 2.930 s
Iteration 535: Best shielding time = 1.873 s, par_id = 3, theta = 93.237°, v = 97.858 m/s, t_deploy = 28.096 s, delay = 2.930 s
Iteration 536: Best shielding time = 1.873 s, par_id = 3, theta = 93.237°, v = 97.858 m/s, t_deploy = 28.096 s, delay = 2.930 s
Iteration 537: Best shielding time = 1.873 s, par_id = 3, theta = 93.237°, v = 97.858 m/s, t_deploy = 28.096 s, delay = 2.930 s
Iteration 538: Best shielding time = 2.653 s, par_id = 3, theta = 93.941°, v = 98.460 m/s, t_deploy = 27.713 s, delay = 3.353 s
Iteration 539: Best shielding time = 2.653 s, par_id = 3, theta = 93.941°, v = 98.460 m/s, t_deploy = 27.713 s, delay = 3.353 s
Iteration 540: Best shielding time = 2.653 s, par_id = 3, theta = 93.941°, v = 98.460 m/s, t_deploy = 27.713 s, delay = 3.353 s
Iteration 541: Best shielding time = 0.000 s, par_id = 3, theta = 86.321°, v = 124.371 m/s, t_deploy = 21.306 s, delay = 3.438 s
Iteration 542: Best shielding time = 0.000 s, par_id = 3, theta = 86.321°, v = 124.371 m/s, t_deploy = 21.306 s, delay = 3.438 s
Iteration 543: Best shielding time = 0.000 s, par_id = 3, theta = 86.321°, v = 124.371 m/s, t_deploy = 21.306 s, delay = 3.438 s
Iteration 544: Best shielding time = 1.020 s, par_id = 3, theta = 71.540°, v = 115.259 m/s, t_deploy = 22.110 s, delay = 6.213 s
Iteration 545: Best shielding time = 1.020 s, par_id = 3, theta = 71.540°, v = 115.259 m/s, t_deploy = 22.110 s, delay = 6.213 s
Iteration 546: Best shielding time = 1.020 s, par_id = 3, theta = 71.540°, v = 115.259 m/s, t_deploy = 22.110 s, delay = 6.213 s
Iteration 547: Best shielding time = 1.020 s, par_id = 3, theta = 71.540°, v = 115.259 m/s, t_deploy = 22.110 s, delay = 6.213 s
Iteration 548: Best shielding time = 1.020 s, par_id = 3, theta = 71.540°, v = 115.259 m/s, t_deploy = 22.110 s, delay = 6.213 s
Iteration 549: Best shielding time = 1.020 s, par_id = 3, theta = 71.540°, v = 115.259 m/s, t_deploy = 22.110 s, delay = 6.213 s
Iteration 550: Best shielding time = 1.020 s, par_id = 3, theta = 71.540°, v = 115.259 m/s, t_deploy = 22.110 s, delay = 6.213 s
Iteration 551: Best shielding time = 1.678 s, par_id = 3, theta = 86.104°, v = 111.761 m/s, t_deploy = 23.544 s, delay = 3.779 s
Iteration 552: Best shielding time = 1.678 s, par_id = 3, theta = 86.104°, v = 111.761 m/s, t_deploy = 23.544 s, delay = 3.779 s
Iteration 553: Best shielding time = 0.797 s, par_id = 3, theta = 93.148°, v = 120.540 m/s, t_deploy = 22.784 s, delay = 2.221 s
Iteration 554: Best shielding time = 3.004 s, par_id = 3, theta = 100.022°, v = 138.424 m/s, t_deploy = 21.029 s, delay = 1.488 s
Iteration 555: Best shielding time = 3.004 s, par_id = 3, theta = 100.022°, v = 138.424 m/s, t_deploy = 21.029 s, delay = 1.488 s
Iteration 556: Best shielding time = 3.004 s, par_id = 3, theta = 100.022°, v = 138.424 m/s, t_deploy = 21.029 s, delay = 1.488 s
Iteration 557: Best shielding time = 3.004 s, par_id = 3, theta = 100.022°, v = 138.424 m/s, t_deploy = 21.029 s, delay = 1.488 s
Iteration 558: Best shielding time = 3.004 s, par_id = 3, theta = 100.022°, v = 138.424 m/s, t_deploy = 21.029 s, delay = 1.488 s
Iteration 559: Best shielding time = 3.004 s, par_id = 3, theta = 100.022°, v = 138.424 m/s, t_deploy = 21.029 s, delay = 1.488 s
Iteration 560: Best shielding time = 3.004 s, par_id = 3, theta = 100.022°, v = 138.424 m/s, t_deploy = 21.029 s, delay = 1.488 s
Iteration 561: Best shielding time = 0.000 s, par_id = 3, theta = 95.958°, v = 130.081 m/s, t_deploy = 20.346 s, delay = 3.885 s
Iteration 562: Best shielding time = 2.805 s, par_id = 3, theta = 105.614°, v = 137.795 m/s, t_deploy = 22.391 s, delay = 0.916 s
Iteration 563: Best shielding time = 2.805 s, par_id = 3, theta = 105.614°, v = 137.795 m/s, t_deploy = 22.391 s, delay = 0.916 s
Iteration 564: Best shielding time = 2.805 s, par_id = 3, theta = 105.614°, v = 137.795 m/s, t_deploy = 22.391 s, delay = 0.916 s
Iteration 565: Best shielding time = 2.805 s, par_id = 3, theta = 105.614°, v = 137.795 m/s, t_deploy = 22.391 s, delay = 0.916 s
Iteration 566: Best shielding time = 2.805 s, par_id = 3, theta = 105.614°, v = 137.795 m/s, t_deploy = 22.391 s, delay = 0.916 s
Iteration 567: Best shielding time = 2.805 s, par_id = 3, theta = 105.614°, v = 137.795 m/s, t_deploy = 22.391 s, delay = 0.916 s
Iteration 568: Best shielding time = 2.401 s, par_id = 3, theta = 95.683°, v = 124.474 m/s, t_deploy = 22.667 s, delay = 1.814 s
Iteration 569: Best shielding time = 2.401 s, par_id = 3, theta = 95.683°, v = 124.474 m/s, t_deploy = 22.667 s, delay = 1.814 s
Iteration 570: Best shielding time = 2.401 s, par_id = 3, theta = 95.683°, v = 124.474 m/s, t_deploy = 22.667 s, delay = 1.814 s
Iteration 571: Best shielding time = 0.000 s, par_id = 3, theta = 91.654°, v = 123.488 m/s, t_deploy = 22.917 s, delay = 1.845 s
Iteration 572: Best shielding time = 0.000 s, par_id = 3, theta = 91.654°, v = 123.488 m/s, t_deploy = 22.917 s, delay = 1.845 s
Iteration 573: Best shielding time = 0.000 s, par_id = 3, theta = 91.654°, v = 123.488 m/s, t_deploy = 22.917 s, delay = 1.845 s
Iteration 574: Best shielding time = 0.000 s, par_id = 3, theta = 91.654°, v = 123.488 m/s, t_deploy = 22.917 s, delay = 1.845 s
Iteration 575: Best shielding time = 0.000 s, par_id = 3, theta = 81.686°, v = 108.357 m/s, t_deploy = 23.916 s, delay = 3.969 s
Iteration 576: Best shielding time = 0.000 s, par_id = 3, theta = 81.686°, v = 108.357 m/s, t_deploy = 23.916 s, delay = 3.969 s
